MODEL,PRODUCT NAME,DESCRIPTION/KEY FEATURES,PRODUCT CATEGORY,"PRODUCT WIDTH
(mm)","PRODUCT DEPTH
(mm)","PRODUCT HEIGHT
(mm)","PACKED
WEIGHT
(kg's)","PACKED
VOLUME
(m³)","PRODUCT
CAPACITY","POWER
DELIVERY",BRAND,IMAGES,CAD DRAWING,"PRODUCT
ORIGIN",BROCHURE,WARRANTY,"RRP
(ex GST)",ACCESSORIES,"RELATED
MODELS",product order,
SFX23RD,"Roband Square Glass Refrigerated Display Bar - Piped and Foamed only (no motor), 6 pans","Square glass cold food display bar, cold plate and cross fin coil cooling - piped and foamed only (NO MOTOR), designed to take a variety of gastronorm pans up to 65mm deep, stainless steel construction with tubular frame, runs on environmentally friendly R404A refrigerant, overhead fluorescent light, safety lock ball valve drain, removable cross bars, easy to clean, toughened safety glass front, rear roller doors. Comes with 6 x 1/2 size 65mm pans.27lt","Displays > Cold Food Displays, Displays",1030,615,750,84,1.119,27lt,30w,ROBAND,SFX23RD Square Cross Fin Food Bar.jpg,,Australia,Roband Catalogue July2018.pdf,12 months," $4,924.00 ","Z12065
ET23
ETP23",CRX23RD,207,
SFX24RD,"Roband Square Glass Refrigerated Display Bar - Piped and Foamed only (no motor), 8 pans","Square glass cold food display bar, cold plate and cross fin coil cooling - piped and foamed only (NO MOTOR), designed to take a variety of gastronorm pans up to 65mm deep, stainless steel construction with tubular frame, runs on environmentally friendly R404A refrigerant, overhead fluorescent light, safety lock ball valve drain, removable cross bars, easy to clean, toughened safety glass front, rear roller doors. Comes with 8 x 1/2 size 65mm pans.36lt","Displays > Cold Food Displays, Displays",1355,615,750,115,1.439,36lt,45w,ROBAND,SFX24RD Square Cross Fin Food Bar.jpg,,Australia,Roband Catalogue July2018.pdf,12 months," $5,494.00 ","Z12065
ET24
ETP24",CRX24RD,208,
SFX25RD,"Roband Square Glass Refrigerated Display Bar - Piped and Foamed only (no motor), 10 pans","Square glass cold food display bar, cold plate and cross fin coil cooling - piped and foamed only (NO MOTOR), designed to take a variety of gastronorm pans up to 65mm deep, stainless steel construction with tubular frame, runs on environmentally friendly R404A refrigerant, overhead fluorescent light, safety lock ball valve drain, removable cross bars, easy to clean, toughened safety glass front, rear roller doors. Comes with 10 x 1/2 size 65mm pans.45lt","Displays > Cold Food Displays, Displays",1680,615,750,146,1.778,45lt,45w,ROBAND,SFX25RD Square Cross Fin Food Bar.jpg,,Australia,Roband Catalogue July2018.pdf,12 months," $5,978.00 ","Z12065
ET25
ETP25",CRX25RD,209,
SFX26RD,"Roband Square Glass Refrigerated Display Bar - Piped and Foamed only (no motor), 12 pans","Square glass cold food display bar, cold plate and cross fin coil cooling - piped and foamed only (NO MOTOR), designed to take a variety of gastronorm pans up to 65mm deep, stainless steel construction with tubular frame, runs on environmentally friendly R404A refrigerant, overhead fluorescent light, safety lock ball valve drain, removable cross bars, easy to clean, toughened safety glass front, rear roller doors. Comes with 12 x 1/2 size 65mm pans.54lt","Displays > Cold Food Displays, Displays",2005,615,750,171,2.088,54lt,45w,ROBAND,0,,Australia,Roband Catalogue July2018.pdf,12 months," $6,522.00 ","Z12065
ET26
ETP26",,210,
HQ450E,Roband Quartz Heat Lamp Assembly 450mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light, isolating on/off switch & wire guard covers.1 lamp","Benchtop, Benchtop > Heat Lamps",450,108,65,3,0.008,1 lamp,350w,ROBAND,0,HQ450E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $339.00 ,0,HQ900,249,
HQ900E,Roband Quartz Heat Lamp Assembly 900mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light, isolating on/off switch & wire guard covers.2 lamps","Benchtop, Benchtop > Heat Lamps",900,108,65,5,0.016,2 lamps,700w,ROBAND,"HQ900E Quartz Assembly with Easy Fit globes.jpg

HQ900E globe removal.jpg",HQ900E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $430.00 ,0,HQ1200,250,
HQ1200E,Roband Quartz Heat Lamp Assembly 1200mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light, isolating on/off switch & wire guard covers.3 lamps","Benchtop, Benchtop > Heat Lamps",1200,108,65,6,0.021,3 lamps,1050w,ROBAND,HQ1200E Quartz Assembly with Easy Fit globes.jpg,HQ1200E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $482.00 ,0,HQ1500,251,
HQ1500E,Roband Quartz Heat Lamp Assembly 1500mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light, isolating on/off switch & wire guard covers.4 lamps","Benchtop, Benchtop > Heat Lamps",1500,108,65,8,0.026,4 lamps,1400w,ROBAND,0,HQ1500E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $551.00 ,0,HQ1800,252,
HQ1800E,Roband Quartz Heat Lamp Assembly 1800mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light, isolating on/off switch & wire guard covers.4 lamps","Benchtop, Benchtop > Heat Lamps",1800,108,65,8,0.031,4 lamps,1400w,ROBAND,0,HQ1800E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $566.00 ,0,HQ2100,253,
HQ2100E,Roband Quartz Heat Lamp Assembly 2100mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light, isolating on/off switch & wire guard covers.5 lamps","Benchtop, Benchtop > Heat Lamps",2100,108,65,9,0.036,5 lamps,1750w,ROBAND,0,HQ2100E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $634.00 ,0,HQ1800,254,
HUQ375E,Roband Fabricator Quartz Heat Lamp Assembly 375mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light & wire guard covers.  These units are supplied without a control box or on/off switch so that they can be connected to a remote switch setup (not supplied).1 lamp","Benchtop, Benchtop > Heat Lamps",375,108,65,2,0.008,1 lamp,350w,ROBAND,0,HUQ375E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $291.00 ,0,HQ450,255,
HUQ825E,Roband Fabricator Quartz Heat Lamp Assembly 825mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light & wire guard covers.  These units are supplied without a control box or on/off switch so that they can be connected to a remote switch setup (not supplied).2 lamps","Benchtop, Benchtop > Heat Lamps",825,108,65,4,0.017,2 lamps,700w,ROBAND,HUQ825E Fab Quartz Assembly with Easy Fit globes.jpg,HUQ825E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $384.00 ,0,HQ900,256,
HUQ1125E,Roband Fabricator Quartz Heat Lamp Assembly 1125mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light & wire guard covers.  These units are supplied without a control box or on/off switch so that they can be connected to a remote switch setup (not supplied).3 lamps","Benchtop, Benchtop > Heat Lamps",1125,108,65,5,0.022,3 lamps,1050w,ROBAND,HUQ1125E Fab Quartz Assembly with Easy Fit globes.jpg,HUQ1125E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $435.00 ,0,HQ1200,257,
HUQ1425E,Fabricator Quartz Heat Lamp Assembly 1425mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light & wire guard covers.  These units are supplied without a control box or on/off switch so that they can be connected to a remote switch setup (not supplied).4 lamps","Benchtop, Benchtop > Heat Lamps",1425,108,65,7,0.025,4 lamps,1400w,ROBAND,0,HUQ1425E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $500.00 ,0,HQ1500,258,
HUQ1725E,Roband Fabricator Quartz Heat Lamp Assembly 1725mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light & wire guard covers.  These units are supplied without a control box or on/off switch so that they can be connected to a remote switch setup (not supplied).4 lamps","Benchtop, Benchtop > Heat Lamps",1725,108,65,8,0.030,4 lamps,1400w,ROBAND,0,HUQ1725E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $519.00 ,0,HQ1800,259,
HUQ2025E,Roband Fabricator Quartz Heat Lamp Assembly 2025mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, featuring easy fit quartz globes that can be removed without the need for an electrician and offer balanced heat and light & wire guard covers.  These units are supplied without a control box or on/off switch so that they can be connected to a remote switch setup (not supplied).5 lamps","Benchtop, Benchtop > Heat Lamps",2025,108,65,8,0.035,5 lamps,1750w,ROBAND,0,HUQ2025E_v2.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $589.00 ,0,HQ2100,260,
HE900,Roband Infra-Red Heating Assembly 900mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, on/off switch & 10 amp plus supplied along with simple mounting system.1 element, central control. 900mm","Benchtop, Benchtop > Heat Lamps",900,108,65,4,0.028,1 element,900w,ROBAND,HE900 Infra-red Heat Assembly.jpg,HE900_V1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $454.00 ,0,HE1200L,261,
HE1200,Roband Infra-Red Heating Assembly 1200mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, on/off switch & 10 amp plus supplied along with simple mounting system.1 element, central control. 1200mm","Benchtop, Benchtop > Heat Lamps",1200,108,65,5,0.036,1 element,1200w,ROBAND,HE1200 Infra-red Heat Assembly.jpg,HE1200_V1..DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $488.00 ,0,HE1500R,262,
HE1500,Roband Infra-Red Heating Assembly 1500mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, on/off switch & 10 amp plus supplied along with simple mounting system.1 element, central control. 1500mm","Benchtop, Benchtop > Heat Lamps",1500,108,65,6,0.043,1 element,1500w,ROBAND,HE1500 Infra-red Heat Assembly.jpg,HE1500_V1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $570.00 ,0,HE1800L,263,
HE1800,Roband Infra-Red Heating Assembly 1800mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, on/off switch & 10 amp plus supplied along with simple mounting system.1 element, central control.1800mm","Benchtop, Benchtop > Heat Lamps",1800,108,65,7,0.052,1 element,1800w,ROBAND,0,HE1800_V1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $636.00 ,0,HQ1800,264,
HUE825,Roband Fabricator Infra-Red Heating Assembly 825mm ,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, no control box, energy regulator or on/off switch so it can be connected to a remote switch setup (not supplied).1 element. 825mm","Benchtop, Benchtop > Heat Lamps",825,108,65,4,0.017,1 element,900w,ROBAND,0,HUE825v1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $342.00 ,0,0,265,
HUE1125,Roband Fabricator Infra-Red Heating Assembly 1125mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, no control box, energy regulator or on/off switch so it can be connected to a remote switch setup (not supplied).1 element. 1125mm","Benchtop, Benchtop > Heat Lamps",1125,108,65,5,0.021,1 element,1200w,ROBAND,HUE1125 Fabricator Infra-red Heat Assembly.jpg,HUE1125v1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $369.00 ,0,"HE1200L
HE1200R",266,
HUE1425,Roband Fabricator Infra-Red Heating Assembly 1425mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, no control box, energy regulator or on/off switch so it can be connected to a remote switch setup (not supplied).1 element. 1425mm","Benchtop, Benchtop > Heat Lamps",1425,108,65,6,0.025,1 element,1500w,ROBAND,0,HUE1425v1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $408.00 ,0,"HE1500L
HE1500R",267,
HUE1725,Roband Fabricator Infra-Red Heating Assembly 1725mm,"Manufactured from exclusive extruded anodised aluminium to be used in front or back of house, where more heat and no light is required, heat comes from stainless steel element, energy regulator used to control heat, no control box, energy regulator or on/off switch so it can be connected to a remote switch setup (not supplied).1 element. 1725mm","Benchtop, Benchtop > Heat Lamps",1725,108,65,6,0.025,1 element,1800w,ROBAND,0,HUE1725v1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $445.00 ,0,"HE1800L
HE1800R",268,
HF900,Roband Fluroescent Lighting Assembly 900mm,"Manufactured from exclusive extruded anodised aluminium.  Unit produces light only and matches the profile of the infra-red and quartz assemblies. Includes switch, plug and cord. 1 Globe. 900mm length.","Benchtop, Benchtop > Heat Lamps",900,108,65,6,0.020,,30w,ROBAND,"HF900 Fluorescent Assembly underneath.jpg

HF900 Fluorescent Assembly.jpg",HF900_V1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $300.00 ,0,,270,
HF1500,Roband Fluroescent Lighting Assembly 1500mm,"Manufactured from exclusive extruded anodised aluminium.  Unit produces light only and matches the profile of the infra-red and quartz assemblies. Includes switch, plug and cord. 1 Globe. 1500mm length.","Benchtop, Benchtop > Heat Lamps",1500,108,65,7,0.031,,45w,ROBAND,"HF1500 Fluorescent Assembly underneath.jpg

HF1500 Fluorescent Assembly.jpg",HF1500_V1.DWG,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $341.00 ,0,,271,
HL350,Modular Heat Lamp,"Manufactured from stainless steel with easy fit 230 Volt 350 Watt globe for use in custom fabricated installations as a modular component to be wired in parallel.
Complete with 300 mm PTFE flying leads (A + N) for installation.","Benchtop, Benchtop > Heat Lamps",306,122,71,1.1,0.005,1 lamp,350w,ROBAND,"HL350 Modular Heat Lamp underside.jpg

HL350 Modular Heat Lamp angle view.jpg",,Australia,"Roband Catalogue July2018.pdf

Roband Lamp Assemblies broch 2017.pdf",12 months, $211.00 ,0,,272,
HL22,"Individual Heat Lamp, one 500 W lamp","Effective for overhead heating in food preparation and serving areas. Designed specifically to be wired in pairs and in series, maintain prepared food at the correct serving temperature, while enhancing presentation at the same time. 500 W lamp.MUST BE INSTALLED IN PAIRS AND WIRED IN SERIES.","Benchtop, Benchtop > Heat Lamps",190,120,50,On request,On request,1 lamp,250w (Total power output of one pair wired in series,ROBAND,HL22 Heat lamp.jpg,HL22_V1.DWG,Australia,Roband Catalogue April2020.pdf,12 months, $96.00 ,HLC190,HL22C,275,
HL24,"Individual Heat Lamp, one 1000 W lamp","Effective for overhead heating in food preparation and serving areas. Designed specifically to be wired in pairs and in series, maintain prepared food at the correct serving temperature, while enhancing presentation at the same time.1000 W lamp. MUST BE INSTALLED IN PAIRS AND WIRED IN SERIES.","Benchtop, Benchtop > Heat Lamps",270,120,50,On request,On request,1 lamp,500w (Total power output of one pair wired in series,ROBAND,HL24 Heat lamp.jpg,HL24_V1.DWG,Australia,Roband Catalogue April2020.pdf,12 months, $99.00 ,HLC260,HL24C,276,
HL26,"Individual Heat Lamp, one 1500 W lamp","Effective for overhead heating in food preparation and serving areas. Designed specifically to be wired in pairs and in series, maintain prepared food at the correct serving temperature, while enhancing presentation at the same time. 1500 W lamp. MUST BE INSTALLED IN PAIRS AND WIRED IN SERIES.","Benchtop, Benchtop > Heat Lamps",335,120,50,On request,On request,1 lamp,750w (Total power output of one pair wired in series,ROBAND,HL26 Heat lamp.jpg,HL26_V1.DWG,Australia,Roband Catalogue April2020.pdf,12 months, $113.00 ,HLC330,HL26C,277,
HL22C,"Individual Heat Lamp with cover, one 500 W lamp","Individual Heat Lamp with cover.
Effective for overhead heating in food preparation and serving areas. Designed specifically to be wired in pairs and in series, maintain prepared food at the correct serving temperature, while enhancing presentation at the same time. 500 W lamp. MUST BE INSTALLED IN PAIRS AND WIRED IN SERIES.","Benchtop, Benchtop > Heat Lamps",270,120,80,On request,On request,1 lamp,250w (Total power output of one pair wired in series,ROBAND,HL22C Heat lamp with cover.jpg,HL22C_V1.DWG,Australia,Roband Catalogue April2020.pdf,12 months, $158.00 ,,HL22,278,
HL24C,"Individual Heat Lamp with cover, one 1000 W lamp","Individual Heat Lamp with cover.
Effective for overhead heating in food preparation and serving areas. Designed specifically to be wired in pairs and in series, maintain prepared food at the correct serving temperature, while enhancing presentation at the same time.1000 W lamp. MUST BE INSTALLED IN PAIRS AND WIRED IN SERIES.","Benchtop, Benchtop > Heat Lamps",270,120,80,On request,On request,1 lamp,500w (Total power output of one pair wired in series,ROBAND,HL24C Heat lamp with cover.jpg,HL24C_V1.DWG,Australia,Roband Catalogue April2020.pdf,12 months, $131.00 ,,HL24,279,
HL26C,"Individual Heat Lamp with cover, one 1500 W lamp","Individual Heat Lamp with cover.
Effective for overhead heating in food preparation and serving areas. Designed specifically to be wired in pairs and in series, maintain prepared food at the correct serving temperature, while enhancing presentation at the same time. 1500 W lamp. MUST BE INSTALLED IN PAIRS AND WIRED IN SERIES.","Benchtop, Benchtop > Heat Lamps",335,120,80,On request,On request,1 lamp,750w (Total power output of one pair wired in series,ROBAND,HL26C Heat lamp with cover.jpg,HL26C_V1.DWG,Australia,Roband Catalogue April2020.pdf,12 months, $140.00 ,,HL26,280,
AF812,"Austheat Freestanding Electric Fryer, 2 baskets","Single pan, comes with 2 heavy duty stainless steel baskets, robust stainless steel construction, 1.5mm tank thickness, easy to clean, cook/idle switch linked to two thermostats reducing operating costs, manual reset over-temperature safety cut-outs.29Lt","Cooking, Cooking > Fryers",450,805,1080,92,0.589,29Lt,14.5kW,AUSTHEAT,AF812 Freestand Elec Fryer with baskets.jpg,AF812_V2.DWG,Australia,Austheat Catalogue July2018.pdf,12 months," $4,906.00 ",MC0611,AF812R,284,
AF812R,"Austheat Freestanding Electric Fryer rapid recovery, 2 baskets","Single pan, comes with 2 heavy duty stainless steel baskets, robust stainless steel construction, 1.5mm tank thickness, easy to clean, cook/idle switch linked to two thermostats reducing operating costs, manual reset over-temperature safety cut-outs. 2.1kW more power than AF812 which gives it a faster recovery time.29Lt","Cooking, Cooking > Fryers",450,805,1080,92,0.589,29Lt,16.6kW,AUSTHEAT,0,AF812_V2.DWG,Australia,Austheat Catalogue July2018.pdf,12 months," $5,058.00 ",MC0611,AF813R,285,
AF813,"Austheat Freestanding Electric Fryer, 3 baskets","Single pan, comes with 3 heavy duty stainless steel baskets, robust stainless steel construction, 1.5mm tank thickness, easy to clean, cook/idle switch linked to two thermostats reducing operating costs, manual reset over-temperature safety cut-outs, can be used stand-alone for wet batters.39Lt","Cooking, Cooking > Fryers",600,805,1080,104,0.739,39Lt,16.6kW,AUSTHEAT,AF813 Freestand Elec Fryer with baskets.jpg,AF813_V2.DWG,Australia,Austheat Catalogue July2018.pdf,12 months," $5,369.00 ",MC0611,AF813R,286,
AF813R,"Austheat Freestanding Electric Fryer rapid recovery, 3 baskets","Single pan, comes with 3 heavy duty stainless steel baskets, robust stainless steel construction, 1.5mm tank thickness, can be used stand-alone for wet batters, easy to clean, cook/idle switch linked to two thermostats reducing operating costs, manual reset over-temperature safety cut-outs. 4.9kW more power than the AF813 which gives it a faster recovery time.39Lt","Cooking, Cooking > Fryers",600,805,1080,104,0.739,39Lt,21.5kW,AUSTHEAT,0,AF813_V2.DWG,Australia,Austheat Catalogue July2018.pdf,12 months," $6,055.00 ",MC0611,AF812R,287,
AF822,"Austheat Freestanding Electric Fryer, two tanks","2 separate tanks with individual controls, both tanks can be operated at different temperatures to separate flavours or to shut down one tank during quieter periods, comes with 2 heavy duty stainless steel baskets, robust stainless steel construction, 1.5mm tank thickness, easy to clean, cook/idle switch linked to two thermostats reducing operating costs, manual reset over-temperature safety cut-outs.2 x 14LT","Cooking, Cooking > Fryers",450,805,1080,130,0.589,2 x 14LT,14.0kW,AUSTHEAT,AF822 Twin Pan Freestand Elec Fryer with baskets.jpg,AF822_v1.DWG,Australia,Austheat Catalogue July2018.pdf,12 months," $6,799.00 ",MC0611,AF812R,288,
AHT860,Austheat Freestanding Hotplate/Grill,"12mm thick heavy duty machined steel hot plate, separate controls for left and right side of hot plate, each side has cook/idle switch, each cook/idle switch has it's own thermostat, twin digital temperature display depicting plate temperature, dedicated element for grilling & grill has cook/idle switch.645 x 585mm
cooking plate","Cooking, Cooking > Fryers",590,855,1080,137,0.739,645 x 585mm cooking plate,12.5kW,AUSTHEAT,AHT860 Hotplate-Grill.jpg,,Australia,Austheat Catalogue July2018.pdf,12 months," $5,758.00 ",0,0,289,
DC23,Dipo Counter Top Induction Cooker,"Convenient counter-top induction system providing 7 simmer and 10 cook settings, simple clean design, portable, easy operation, LED display, automatic over-temperature shut-off, automatic pan tracing technology, large cleanable intake air filter below, rear vented air discharge, 100mm clearance required, 10 Amp plug.","Benchtop, Benchtop > Induction Cooktops",365,450,115,8,0.040,,2300w,DIPO,DC23 Induction Cooker.jpg,,South Korea,Dipo brochure July2020.pdf,12 months," $1,387.00 ",0,DCF23,290,
DCP23,"Dipo Counter Top Induction Cooker
with Temperature Probe","Induction cooker with temperature probe, portable, two operational modes - 1 ) 7 simmer or 10 cook settings with or without timer feature. The timer can be set for up to 12 hours. Temperature can operate up to 200°C in this mode - 2) Temperature probe mode where the user sets the desired temperature and the probe inserted into the pan regulates power to the machine to keep contents at the specified temperature. The temperature control range in this mode operates in 1°C increments from 40-99°C. LED display, automatic over-temp shut-off, pan sensing technology, 10Amp plug.","Benchtop, Benchtop > Induction Cooktops",365,455,115,8,0.040,,2300w,DIPO,DCP23 Induction Cooker with Temp probe.jpg,,South Korea,Dipo brochure July2020.pdf,12 months," $1,585.00 ",0,DC23,291,
DWR04,Dipo Drop-in Induction Warmer,"Designed to be dropped into a buffet set up, simple clean design, easy operation, integrated touch controls, 7 simmer / holding settings, LED display, automatic pan sensing, automatic over-temp shut-off, optional stainless steel trim ring for housing unit in bench or flush counter serface is available, 10 Amp plug.","Benchtop, Benchtop > Induction Cooktops",300,370,80,6,0.030,,400w,DIPO,DWR04 Drop-in Induction.jpg,,South Korea,Dipo brochure July2020.pdf,12 months," $1,121.00 ",MC0998 - Stainless steel trim ring for housing unit in bench  for flush counter surface,"DC23
DCP23",292,
NS220,"Noaw Manual Gravity Feed Slicers - 
Medium Duty, 220mm blade","Manual gravity feed slicers, compact one-piece anodized aluminium body, built in sharpening head and blade ring-guard, disassembles quickly without the need of tools for easy cleaning, belt driven, blade sharpener, safety cut out, slice thickness 0-13mm, blade diameter 220mm.","Preparation, Preparation > Meat Slicers",610,445,390,17,0.105,,180w,NOAW,NS220.jpg,NS220-NS250.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months, $906.00 ,0,"NS250
NS250HD",334,
NS250,"Noaw Manual Gravity Feed Slicers - 
Medium Duty, 250mm blade","Manual gravity feed slicers, compact one-piece anodized aluminium body, built in sharpening head and blade ring-guard, disassembles quickly without the need of tools for easy cleaning, belt driven, blade sharpener, safety cut out, slice thickness 0-13mm, blade diameter 250mm.","Preparation, Preparation > Meat Slicers",610,445,440,18,0.105,,180w,NOAW,NS250.jpg,NS220-NS250.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $1,121.00 ",0,"NS300
NS250HD",335,
NS300,"Noaw Manual Gravity Feed Slicers - 
Medium Duty, 300mm blade","Manual gravity feed slicers, compact one-piece anodized aluminium body, built in sharpening head and blade ring-guard, disassembles quickly without the need of tools for easy cleaning, belt driven, blade sharpener, safety cut out, slice thickness 0-12mm, blade diameter 300mm.","Preparation, Preparation > Meat Slicers",630,475,490,22,0.183,,250w,NOAW,NS300.jpg,,Italy,Noaw Slicers broch 2019.pdf,24 months," $1,518.00 ",0,NS300HD,336,
NS250HD,"NOAW Manual Gravity Feed Slicers - 
Heavy Duty, 250mm blade","Manual feed, belt driven slicer, larger one piece anodized aluminium base, designed for larger volumes, built in sharpening head and blade ring guard, easy to disassemble without tools for cleaning, precise slice thickness adjustment knob graduated by mm, slice thickness 0-12mm, blade diameter 250mm.","Preparation, Preparation > Meat Slicers",630,475,490,21,0.190,,250w,NOAW,NS250HD.jpg,NS250HD-NS300-NS300HD-NS350HD.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $1,375.00 ",0,NS300HD,337,
NS300HD,"NOAW Manual Gravity Feed Slicers - 
Heavy Duty, 300mm blade","Manual feed, belt driven slicer, larger one piece anodized aluminium base, designed for larger volumes, built in sharpening head and blade ring guard, easy to disassemble without tools for cleaning, precise slice thickness adjustment knob graduated by mm, slice thickness 0-14mm, blade diameter 300mm.","Preparation, Preparation > Meat Slicers",680,560,550,35,0.252,,370w,NOAW,NS300HD.jpg,NS250HD-NS300-NS300HD-NS350HD.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $2,579.00 ",0,NS350HD,338,
NS350HD,"NOAW Manual Gravity Feed Slicers - 
Heavy Duty, 350mm blade","Manual feed, belt driven slicer, larger one piece anodized aluminium base, designed for larger volumes, built in sharpening head and blade ring guard, easy to disassemble without tools for cleaning, precise slice thickness adjustment knob graduated by mm, slice thickness 0-14mm, blade diameter 350mm.","Preparation, Preparation > Meat Slicers",700,560,600,39,0.252,,370w,NOAW,NS350HD.jpg,NS250HD-NS300-NS300HD-NS350HD.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $3,124.00 ",0,NS350HDS,339,
NS300V,NOAW Manual Vertical Slicer,"Belt driven slicer designed for shaving and slicing delicate cold and cured meats, double sliding plate with lockable hand grip sliding on two vertical columns, spikes on plate and meat grip to hold meat securely in place, anodized aluminium with, built in sharpening head, blade ring guard, 0-14mm slice thickness, blade 300mm.","Preparation, Preparation > Meat Slicers",710,600,670,40,0.416,,370w,NOAW,NS300V.jpg,NS300V.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $2,996.00 ",0,NS330M,340,
