SKU,Name,Description,Short description,Regular price,Categories,Length (mm),Width (mm),Height (mm),Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s)
TM250A,Brema Pebble Ice Head With 250Kg Production. Requires Storage Bin,"<p>Brema's TM Series TM250A Pebble Ice Maker produces 250 kg per day of unique multipurpose ice pebbles with several matching ice storage bins available. Whether its blended up in a morning smoothie, served to chill champagne during lunchtime, or paired with a cocktail through to the early hours of the morning, pebble ice is truly the chameleon of the catering world.</p>
<p>&nbsp;</p>
<p>Connection: 240v 16a</p>
<p>Energy: 1050W</p>
<p>Type of Ice: Pebbles</p>
<p>Production (in 24 hours): 240kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>240kg per day ice production with multiple ice storage bins available to suit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Unique design that couples auger and ice extruder components</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Unique design relies on extremely low running costs both in water and electricity</li>
    <li>A mix of granular and cube ice, pebble ice can be used for drink service or food presentation</li>
    <li>Easily blended ice meaning quicker drinks service and less energy expenditure</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/TM250A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/TM250A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/TM250A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/TM250A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",8960.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,695.0,/wp-uploads/comcater/brema/TM250A.jpg,Brand,BREMA,Height,695.0,Depth,569.0,Width,560.0
TM250A-HC,Brema Pebble Ice Head With 250Kg Production. R290 refrigerant. Requires Storage Bin,"<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/TM250A-HC.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/TM250A-HC_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/TM250A-HC_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/TM250A-HC_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",8960.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,695.0,/wp-uploads/comcater/brema/TM250A-HC.jpg,Brand,BREMA,Height,695.0,Depth,569.0,Width,560.0
TM450A,Brema Pebble Ice Head With 440Kg Production. Requires Storage Bin,"<p>Brema's TM Series TM450A Pebble Ice Maker produces 440kg per day of unique multipurpose ice pebbles with several matching ice storage bins available. Whether its blended up in a morning smoothie, served to chill champagne during lunchtime, or paired with a cocktail through to the early hours of the morning, pebble ice is truly the chameleon of the catering world.</p>
<p>&nbsp;</p>
<p>Connection: 240v 16a</p>
<p>Energy: 1700W</p>
<p>Type of Ice: Pebbles</p>
<p>Production (in 24 hours): 440kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>440kg per day ice production with multiple ice storage bins available to suit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Unique design that couples auger and ice extruder components</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>Unique design relies on extremely low running costs both in water and electricity</li>
    <li>A mix of granular and cube ice, pebble ice can be used for drink service or food presentation</li>
    <li>Easily blended ice meaning quicker drinks service and less energy expendature</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/TM450A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/TM450A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/TM450A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/TM450A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",10454.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",569.0,560.0,695.0,/wp-uploads/comcater/brema/TM450A.jpg,Brand,BREMA,Height,695.0,Depth,569.0,Width,560.0
TM450A-HC,Brema Pebble Ice Head With 375Kg Production. R290 refrigerant. Requires Storage Bin,"<p>Warranty (Parts/Labour): 36 / 36 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/TM450A-HC.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/TM450A-HC_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/TM450A-HC_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/TM450A-HC_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",10454.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/TM450A-HC.jpg,Brand,BREMA,Height,,Depth,,Width,
TROLLEY-V10377,Brema 108Kg Trolley to suit Roller Bin,"<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/TROLLEY-V10377.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/TROLLEY-V10377_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/TROLLEY-V10377_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/TROLLEY-V10377_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",3401.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",,,,/wp-uploads/comcater/brema/TROLLEY-V10377.jpg,Brand,BREMA,Height,,Depth,,Width,
VB250A,Brema 7G Ice Maker With Internal Storage Bin. Up To 105Kg Prod. 35Kg Storage,"<p>Brema's VB Series VB250A 7g Ice Cube Maker produces 105kg per day of fast producing pyramid shaped ice with 35kg of internal storage. Fresh and light, this 7g fast ice delivers an immediate cooling effect as it tinkles in your glass, and is the perfect solution for quick service operations.</p>
<p>&nbsp;</p>
<p>Connection: 240v 10a</p>
<p>Energy: 850W</p>
<p>Type of Ice: 7g</p>
<p>Production (in 24 hours): 105kg</p>
<p>Storage: 35kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>105kg per day ice production, with 35kg of internal storage</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds utilising a vertical evaporator produces perfectly shaped ice in record time</li>
    <li>Perfect for fast food outlets, quick service café's or restaurants, cafeterias or function centres</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/VB250A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/VB250A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/VB250A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/VB250A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",4246.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",600.0,738.0,980.0,/wp-uploads/comcater/brema/VB250A.jpg,Brand,BREMA,Height,980.0,Depth,600.0,Width,738.0
VM1700A,Brema 7G Ice Maker No Bin. Up To 770Kg Production. Vertical Evaporator,"<p>Brema's VM Series VM1700A 7g Ice Cube Maker produces a huge 770kg per day of fast producing pyramid shaped ice and can be paired with several ice storage bins. Fresh and light, this 7g fast ice delivers an immediate cooling effect as it tinkles in your glass, and is the perfect solution for quick service operations.</p>
<p>&nbsp;</p>
<p>Connection: 415a 32a</p>
<p>Energy: 4300W</p>
<p>Type of Ice: 7g</p>
<p>Production (in 24 hours): 770kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>Huge 770kg per day ice production, with several storage bins to suit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds utilising a vertical evaporator produces perfectly shaped ice in record time</li>
    <li>Perfect for fast food outlets, quick service café's or restaurants, cafeterias or function centres</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 415</li>
</ul>
<p>&nbsp;</p>
<p>Warranty: 12 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/VM1700A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/VM1700A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/VM1700A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/VM1700A_3D.dwg"" target=""_blank"">3D</a></p>
","<p class=""non-stock-note"">NON-STOCK ITEM</p>",16070.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",645.0,1250.0,950.0,/wp-uploads/comcater/brema/VM1700A.jpg,Brand,BREMA,Height,950.0,Depth,645.0,Width,1250.0
VM350A,Brema 7G Ice Maker No Bin. Up To 140Kg Production. Vertical Evaporator,"<p>Brema's VM Series VM350A 7g Ice Cube Maker produces 140kg per day of fast producing pyramid shaped ice and can be paired with several ice storage bins. Fresh and light, this 7g fast ice delivers an immediate cooling effect as it tinkles in your glass, and is the perfect solution for quick service operations.</p>
<p>&nbsp;</p>
<p>Connection: 240v 15a</p>
<p>Energy: 1400W</p>
<p>Type of Ice: 7g</p>
<p>Production (in 24 hours): 140 kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>140kg per day ice production, with several storage bins to suit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds utilising a vertical evaporator produces perfectly shaped ice in record time</li>
    <li>Perfect for fast food outlets, quick service café's or restaurants, cafeterias or function centres</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 10</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/VM350A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/VM350A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/VM350A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/VM350A_3D.dwg"" target=""_blank"">3D</a></p>
",,5003.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",544.0,540.0,747.0,/wp-uploads/comcater/brema/VM350A.jpg,Brand,BREMA,Height,747.0,Depth,544.0,Width,540.0
VM500A,Brema 7G Ice Maker No Bin. Up To 200Kg Production. Vertical Evaporator,"<p>Brema's VM Series VM500A 7g Ice Cube Maker produces 200kg per day of fast producing pyramid shaped ice and can be paired with several ice storage bins. Fresh and light, this 7g fast ice delivers an immediate cooling effect as it tinkles in your glass, and is the perfect solution for quick service operations.</p>
<p>&nbsp;</p>
<p>Connection: 240v 15a</p>
<p>Energy: 1600W</p>
<p>Type of Ice: 7g</p>
<p>Production (in 24 hours): 200kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>200kg per day ice production, with several storage bins to suit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds utilising a vertical evaporator produces perfectly shaped ice in record time</li>
    <li>Perfect for fast food outlets, quick service café's or restaurants, cafeterias or function centres</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 15</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/VM500A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/VM500A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/VM500A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/VM500A_3D.dwg"" target=""_blank"">3D</a></p>
",,7581.75,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",550.0,770.0,805.0,/wp-uploads/comcater/brema/VM500A.jpg,Brand,BREMA,Height,805.0,Depth,550.0,Width,770.0
VM900A,Brema 7G Ice Maker No Bin. Up To 400Kg Production. Vertical Evaporator,"<p>Brema's VM Series VM900A 7g Ice Cube Maker produces 400kg per day of fast producing pyramid shaped ice and can be paired with several ice storage bins. Fresh and light, this 7g fast ice delivers an immediate cooling effect as it tinkles in your glass, and is the perfect solution for quick service operations.</p>
<p>&nbsp;</p>
<p>Connection: 240v 32a</p>
<p>Energy: 3000W</p>
<p>Type of Ice: 7g</p>
<p>Production (in 24 hours): 400kg</p>
<p>&nbsp;</p>
<p><strong>Features</strong></p>
<ul>
    <li>400kg per day ice production, with several storage bins to suit</li>
    <li>Electromechanical operation that does not use Printed Circuit Boards</li>
    <li>Hospital grade stainless steel exterior and interior that never rusts or corrodes</li>
    <li>Air cooling system is rated at 21°C ambient and 15°C water</li>
    <li>Stainless steel spray arms and internal filters are all detachable</li>
</ul>
<p>&nbsp;</p>
<p><strong>Benefits</strong></p>
<ul>
    <li>Comes with its own water filter & pressure limiting valve, saving you over $300</li>
    <li>No tools required or panels removed to clean spray arms and filters, meaning quick easy cleaning</li>
    <li>21°C ambient and 15°C water ratings give an accurate production average for the Australian climate</li>
    <li>individual cube moulds utilising a vertical evaporator produces perfectly shaped ice in record time</li>
    <li>Perfect for fast food outlets, quick service café's or restaurants, cafeterias or function centres</li>
</ul>
<p>&nbsp;</p>
<p><strong>Specifications</strong></p>
<ul>
    <li>Volts: 240</li>
    <li>Amps: 32</li>
</ul>
<p>&nbsp;</p>
<p>Warranty (Parts/Labour): 24 / 24 months</p>
<p>&nbsp;</p>
<p><a href=""/wp-uploads/comcater/brema/VM900A.pdf"" target=""_blank"">Specsheet</a></p>
<p>CAD: <a href=""/wp-uploads/comcater/brema/VM900A_P.dwg"" target=""_blank"">Plan</a> | <a href=""/wp-uploads/comcater/brema/VM900A_S.dwg"" target=""_blank"">Side</a> | <a href=""/wp-uploads/comcater/brema/VM900A_3D.dwg"" target=""_blank"">3D</a></p>
",,7975.0,"Beverage, Beverage > Ice Machines, Refrigeration, Refrigeration > Ice Machines",550.0,770.0,805.0,/wp-uploads/comcater/brema/VM900A.jpg,Brand,BREMA,Height,805.0,Depth,550.0,Width,770.0
